record_type,profile_id,distribution,d1_score,d2_score,d3_score,d4_score,d5_score,d6_score,overall_maturity,readiness_raw,readiness_final,readiness_band,safeguard_applied,readiness_delta_raw_final,metric,value,count,fraction
profile,grb_mc_04657,uniform,1.556,2.778,2.222,2.444,2.111,1.667,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_04658,uniform,1.889,2.0,1.889,2.333,2.444,2.222,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_04659,uniform,2.0,2.444,2.444,1.889,1.778,2.556,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_04660,uniform,2.333,1.667,2.333,1.333,2.333,1.333,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_04661,uniform,1.556,3.0,2.333,2.667,1.333,2.556,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_04662,uniform,2.111,2.667,1.222,2.778,3.0,1.778,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_04663,uniform,2.222,1.556,2.444,2.333,1.667,1.556,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_04664,uniform,2.889,1.667,2.556,1.222,2.0,2.111,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_04665,uniform,1.667,2.111,1.667,2.222,2.0,1.778,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_04666,uniform,2.222,2.222,1.444,1.667,2.556,2.0,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_04667,uniform,2.556,2.222,1.667,1.111,1.556,2.222,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_04668,uniform,2.333,2.111,2.111,1.444,1.889,2.222,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_04669,uniform,1.333,2.333,2.0,2.111,1.778,1.889,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_04670,uniform,1.778,1.667,1.778,2.444,2.556,2.0,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_04671,uniform,2.667,2.111,1.111,3.222,2.333,2.0,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_04672,uniform,1.667,1.556,2.222,2.0,2.222,2.0,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_04673,uniform,2.667,1.889,1.0,1.0,1.444,1.889,1.648,41.2,41.2,Emerging,False,0.0,,,,
profile,grb_mc_04674,uniform,1.667,1.889,1.333,1.889,2.222,2.556,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_04675,uniform,2.333,1.778,1.889,2.556,2.222,2.444,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_04676,uniform,1.556,2.111,1.444,1.556,3.0,2.0,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_04677,uniform,2.222,2.556,2.333,1.111,2.333,2.111,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_04678,uniform,2.0,2.778,2.222,1.778,2.444,2.778,2.333,58.33,58.33,Substantially ready,False,0.0,,,,
profile,grb_mc_04679,uniform,2.444,1.333,1.556,2.333,2.556,2.0,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_04680,uniform,1.444,2.111,1.889,2.0,2.222,2.333,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_04681,uniform,2.778,1.556,2.333,2.556,2.444,2.556,2.371,59.27,59.27,Substantially ready,False,0.0,,,,
profile,grb_mc_04682,uniform,1.222,2.0,2.444,1.667,2.333,2.444,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_04683,uniform,1.556,2.444,2.0,1.778,2.333,2.0,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_04684,uniform,2.111,1.444,2.111,2.0,2.222,1.444,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_04685,uniform,1.667,1.667,2.333,2.333,1.889,1.778,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_04686,uniform,1.778,2.222,1.222,1.556,3.111,2.222,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_04687,uniform,2.889,2.222,1.778,1.889,1.667,1.667,2.019,50.48,50.48,Substantially ready,False,0.0,,,,
profile,grb_mc_04688,uniform,1.556,3.111,1.889,2.667,2.0,1.778,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_04689,uniform,2.222,1.667,1.889,2.889,3.222,1.111,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_04690,uniform,1.222,1.889,1.778,2.0,2.889,2.444,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_04691,uniform,1.444,2.111,1.778,2.667,2.778,2.333,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_04692,uniform,2.444,1.556,2.444,2.111,2.556,1.333,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_04693,uniform,2.222,1.889,1.889,1.667,2.222,1.778,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_04694,uniform,1.556,3.0,2.444,1.333,1.889,2.667,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_04695,uniform,1.556,1.889,2.556,2.111,2.0,1.778,1.982,49.55,49.55,Advanced readiness,False,0.0,,,,
profile,grb_mc_04696,uniform,2.222,1.444,2.111,1.889,2.889,1.556,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_04697,uniform,2.222,3.0,1.667,3.0,2.778,2.667,2.556,63.9,63.9,Substantially ready,False,0.0,,,,
profile,grb_mc_04698,uniform,2.111,2.333,1.889,1.889,1.556,2.111,1.982,49.55,49.55,Advanced readiness,False,0.0,,,,
profile,grb_mc_04699,uniform,2.222,2.333,1.667,2.0,2.778,1.444,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_04700,uniform,2.444,1.111,1.778,2.0,1.778,2.111,1.87,46.75,46.75,Emerging,False,0.0,,,,
profile,grb_mc_04701,uniform,1.889,2.778,1.667,2.222,2.667,2.0,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_04702,uniform,2.222,2.0,1.333,1.444,2.667,2.333,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_04703,uniform,2.333,2.667,2.556,3.111,2.222,1.444,2.389,59.72,59.72,Substantially ready,False,0.0,,,,
profile,grb_mc_04704,uniform,2.444,1.667,1.778,2.333,1.667,1.667,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_04705,uniform,2.111,2.0,1.444,2.0,2.0,2.111,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_04706,uniform,1.556,2.222,2.444,2.222,0.889,2.222,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_04707,uniform,2.444,2.667,2.0,2.222,2.444,2.111,2.315,57.88,57.88,Substantially ready,False,0.0,,,,
profile,grb_mc_04708,uniform,2.778,1.444,1.222,1.333,2.222,2.556,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_04709,uniform,1.556,2.222,2.333,1.667,2.444,1.556,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_04710,uniform,1.556,2.0,2.444,2.111,2.0,2.222,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_04711,uniform,1.667,2.0,1.778,2.0,1.444,2.222,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_04712,uniform,2.333,1.778,2.111,1.889,1.0,2.778,1.982,49.55,49.55,Advanced readiness,False,0.0,,,,
profile,grb_mc_04713,uniform,1.889,2.222,2.556,1.0,2.333,2.444,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_04714,uniform,1.444,2.333,1.778,1.556,2.333,1.778,1.87,46.75,46.75,Emerging,False,0.0,,,,
profile,grb_mc_04715,uniform,1.444,2.111,2.0,2.222,2.778,2.222,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_04716,uniform,2.111,3.333,2.444,2.0,2.889,2.0,2.463,61.58,61.58,Substantially ready,False,0.0,,,,
profile,grb_mc_04717,uniform,2.778,2.333,2.0,2.0,2.111,2.0,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_04718,uniform,1.556,2.111,2.0,2.0,1.333,1.889,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_04719,uniform,2.222,2.111,2.111,2.222,1.667,1.889,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_04720,uniform,1.667,0.889,2.333,1.333,2.0,2.444,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_04721,uniform,2.333,3.0,2.889,2.556,1.778,2.444,2.5,62.5,62.5,Substantially ready,False,0.0,,,,
profile,grb_mc_04722,uniform,2.222,1.556,1.889,1.667,1.778,1.889,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_04723,uniform,1.667,1.556,2.0,2.333,2.444,3.111,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_04724,uniform,2.333,2.111,1.333,2.556,2.111,2.444,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_04725,uniform,1.667,2.111,1.444,2.444,2.222,1.444,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_04726,uniform,1.444,1.333,3.222,1.667,2.444,2.333,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_04727,uniform,2.556,2.333,1.667,2.0,1.778,2.444,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_04728,uniform,1.778,2.444,2.222,1.778,1.778,2.778,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_04729,uniform,2.333,1.667,3.0,1.889,1.333,1.667,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_04730,uniform,2.111,3.333,2.111,2.333,1.333,1.556,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_04731,uniform,2.444,1.667,2.778,2.667,1.444,2.333,2.222,55.55,55.55,Substantially ready,False,0.0,,,,
profile,grb_mc_04732,uniform,1.556,2.889,1.222,2.111,2.222,2.222,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_04733,uniform,2.111,1.444,1.889,1.444,0.889,2.556,1.722,43.05,43.05,Emerging,False,0.0,,,,
profile,grb_mc_04734,uniform,1.889,2.556,1.778,2.333,1.889,1.556,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_04735,uniform,2.333,2.111,1.667,2.667,1.444,2.444,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_04736,uniform,1.889,1.333,2.556,1.889,1.778,2.111,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_04737,uniform,2.778,1.333,2.0,2.222,1.667,2.333,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_04738,uniform,2.0,1.889,2.222,2.889,2.111,1.556,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_04739,uniform,1.444,2.556,1.667,2.889,2.222,2.111,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_04740,uniform,2.111,1.111,2.444,1.889,2.444,1.444,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_04741,uniform,2.0,1.444,1.889,2.556,2.444,2.556,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_04742,uniform,2.0,1.444,1.444,1.444,1.667,1.222,1.537,38.42,38.42,Emerging,False,0.0,,,,
profile,grb_mc_04743,uniform,2.0,1.667,1.556,2.111,1.444,1.889,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_04744,uniform,1.0,1.889,1.778,1.778,2.333,2.111,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_04745,uniform,1.333,1.889,2.556,1.667,1.444,2.222,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_04746,uniform,1.889,2.889,2.222,1.444,2.778,1.778,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_04747,uniform,1.333,2.111,2.778,1.889,1.778,2.222,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_04748,uniform,2.667,2.222,1.444,1.889,2.444,1.111,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_04749,uniform,1.444,2.111,1.778,3.0,1.778,1.889,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_04750,uniform,1.889,1.667,2.556,1.556,2.778,1.333,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_04751,uniform,1.667,1.333,1.889,1.889,2.556,2.333,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_04752,uniform,1.778,1.333,2.0,2.556,2.333,2.222,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_04753,uniform,1.778,2.0,2.0,2.222,2.111,1.889,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_04754,uniform,1.778,1.778,1.778,1.889,1.333,2.889,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_04755,uniform,1.667,2.222,2.889,1.889,1.778,1.444,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_04756,uniform,2.111,1.667,2.222,2.333,2.111,1.111,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_04757,uniform,1.889,1.667,3.0,2.889,2.444,2.667,2.426,60.65,60.0,Substantially ready,True,0.65,,,,
profile,grb_mc_04758,uniform,2.111,1.333,1.556,2.778,2.333,2.111,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_04759,uniform,1.667,2.222,2.444,3.0,1.778,2.0,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_04760,uniform,1.778,1.667,2.333,1.778,2.556,1.222,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_04761,uniform,2.222,1.667,2.111,2.0,1.778,1.222,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_04762,uniform,2.667,3.111,2.0,1.444,1.333,2.667,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_04763,uniform,2.333,1.556,2.0,2.333,2.111,1.444,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_04764,uniform,2.111,2.0,1.444,1.222,2.444,1.444,1.777,44.42,44.42,Emerging,False,0.0,,,,
profile,grb_mc_04765,uniform,1.444,1.778,2.222,2.556,2.667,2.111,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_04766,uniform,1.556,2.0,1.889,2.222,2.667,2.667,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_04767,uniform,2.444,2.111,2.889,2.222,2.667,1.333,2.278,56.95,56.95,Substantially ready,False,0.0,,,,
profile,grb_mc_04768,uniform,1.889,1.0,1.889,1.667,2.0,1.778,1.704,42.6,42.6,Emerging,False,0.0,,,,
profile,grb_mc_04769,uniform,1.778,1.111,1.667,1.333,1.889,2.556,1.722,43.05,43.05,Emerging,False,0.0,,,,
profile,grb_mc_04770,uniform,2.778,2.111,2.222,2.222,1.778,2.0,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_04771,uniform,2.556,2.111,1.889,1.889,2.0,2.444,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_04772,uniform,2.0,1.778,1.444,1.778,0.889,1.556,1.574,39.35,39.35,Emerging,False,0.0,,,,
profile,grb_mc_04773,uniform,1.444,2.444,2.111,2.222,2.111,1.778,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_04774,uniform,2.0,2.667,1.889,2.667,1.444,0.889,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_04775,uniform,2.444,2.333,2.0,1.778,1.667,2.111,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_04776,uniform,2.222,1.778,1.778,1.667,1.889,1.111,1.741,43.53,43.53,Emerging,False,0.0,,,,
profile,grb_mc_04777,uniform,2.0,1.667,2.0,2.111,2.111,1.778,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_04778,uniform,2.111,2.111,1.667,1.667,1.667,2.222,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_04779,uniform,2.111,1.556,1.444,1.444,1.222,1.333,1.518,37.95,37.95,Emerging,False,0.0,,,,
profile,grb_mc_04780,uniform,1.778,2.556,2.556,2.0,2.333,2.667,2.315,57.88,57.88,Substantially ready,False,0.0,,,,
profile,grb_mc_04781,uniform,2.667,3.0,2.0,1.556,1.778,2.333,2.222,55.55,55.55,Substantially ready,False,0.0,,,,
profile,grb_mc_04782,uniform,1.667,2.556,2.889,2.667,2.111,2.111,2.333,58.33,58.33,Substantially ready,False,0.0,,,,
profile,grb_mc_04783,uniform,1.778,1.889,1.444,1.111,1.556,2.111,1.648,41.2,41.2,Emerging,False,0.0,,,,
profile,grb_mc_04784,uniform,1.889,1.444,2.667,2.222,2.222,2.778,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_04785,uniform,2.0,2.444,2.111,1.333,2.556,2.556,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_04786,uniform,2.111,2.222,2.778,2.0,2.778,1.778,2.278,56.95,56.95,Substantially ready,False,0.0,,,,
profile,grb_mc_04787,uniform,2.444,2.556,2.222,2.889,1.556,2.333,2.333,58.33,58.33,Substantially ready,False,0.0,,,,
profile,grb_mc_04788,uniform,1.556,2.333,2.222,2.333,1.778,1.444,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_04789,uniform,2.667,2.333,1.556,1.889,2.111,1.667,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_04790,uniform,2.0,1.667,2.333,1.778,1.556,2.0,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_04791,uniform,2.222,2.111,1.444,1.556,1.111,1.333,1.63,40.75,40.75,Emerging,False,0.0,,,,
profile,grb_mc_04792,uniform,1.444,2.0,1.556,1.889,2.333,1.556,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_04793,uniform,1.222,2.0,1.778,1.667,2.444,0.778,1.648,41.2,41.2,Emerging,False,0.0,,,,
profile,grb_mc_04794,uniform,1.889,1.556,2.222,1.111,2.0,3.0,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_04795,uniform,2.0,1.778,2.333,1.0,1.778,2.556,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_04796,uniform,2.0,2.0,2.444,2.111,2.667,1.889,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_04797,uniform,2.333,2.333,2.556,1.667,1.556,1.667,2.019,50.48,50.48,Substantially ready,False,0.0,,,,
profile,grb_mc_04798,uniform,1.0,2.0,1.556,2.111,2.111,1.667,1.741,43.53,43.53,Emerging,False,0.0,,,,
profile,grb_mc_04799,uniform,1.667,2.222,2.111,1.556,1.778,1.889,1.871,46.77,46.77,Emerging,False,0.0,,,,
profile,grb_mc_04800,uniform,2.444,1.667,1.778,1.444,1.556,1.778,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_04801,uniform,2.222,2.444,3.222,1.0,1.778,2.333,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_04802,uniform,1.778,2.333,2.444,2.444,2.444,1.556,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_04803,uniform,1.889,1.889,1.556,2.444,2.444,1.556,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_04804,uniform,2.0,1.333,1.889,2.222,1.889,1.444,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_04805,uniform,1.778,1.778,2.111,1.889,1.556,1.333,1.741,43.53,43.53,Emerging,False,0.0,,,,
profile,grb_mc_04806,uniform,2.222,2.0,2.222,2.444,1.444,1.889,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_04807,uniform,2.0,1.667,1.111,2.222,1.889,2.444,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_04808,uniform,1.667,2.444,1.889,1.111,1.889,1.889,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_04809,uniform,2.778,2.667,1.444,2.222,2.0,2.111,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_04810,uniform,1.889,1.111,2.111,1.889,2.556,1.889,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_04811,uniform,1.333,1.889,1.222,2.333,1.667,1.556,1.667,41.68,41.68,Emerging,False,0.0,,,,
profile,grb_mc_04812,uniform,2.111,2.778,2.333,1.667,2.444,1.111,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_04813,uniform,2.444,2.111,1.667,2.667,1.333,2.0,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_04814,uniform,2.778,2.889,1.222,2.222,2.556,1.778,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_04815,uniform,2.0,1.333,2.444,2.444,3.111,2.222,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_04816,uniform,1.222,1.556,1.889,2.444,2.444,2.222,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_04817,uniform,2.667,1.778,2.444,2.556,1.556,1.889,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_04818,uniform,1.333,2.111,2.222,2.778,2.333,1.667,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_04819,uniform,2.444,2.444,2.556,1.778,1.0,2.333,2.092,52.3,52.3,Substantially ready,False,0.0,,,,
profile,grb_mc_04820,uniform,1.667,1.889,1.556,2.0,2.0,1.444,1.759,43.97,43.97,Emerging,False,0.0,,,,
profile,grb_mc_04821,uniform,2.667,1.667,2.0,1.778,1.556,2.889,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_04822,uniform,2.222,1.556,1.556,1.667,2.556,2.889,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_04823,uniform,1.889,2.222,1.889,2.222,2.889,2.889,2.333,58.33,58.33,Substantially ready,False,0.0,,,,
profile,grb_mc_04824,uniform,1.778,2.111,2.333,2.0,1.889,2.333,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_04825,uniform,2.444,2.667,1.667,1.444,1.667,1.222,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_04826,uniform,1.444,2.667,2.333,2.778,1.778,3.444,2.407,60.17,60.17,Substantially ready,False,0.0,,,,
profile,grb_mc_04827,uniform,2.111,2.222,1.0,1.889,1.222,2.333,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_04828,uniform,2.444,2.333,1.778,2.0,1.889,1.889,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_04829,uniform,2.778,2.333,2.111,2.222,2.556,1.667,2.278,56.95,56.95,Substantially ready,False,0.0,,,,
profile,grb_mc_04830,uniform,1.444,1.444,1.778,1.222,2.444,2.444,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_04831,uniform,2.222,1.778,2.444,2.556,2.333,2.0,2.222,55.55,55.55,Substantially ready,False,0.0,,,,
profile,grb_mc_04832,uniform,2.556,2.889,1.667,1.667,1.889,1.778,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_04833,uniform,1.778,3.111,1.444,1.222,1.889,2.111,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_04834,uniform,2.556,2.889,2.111,2.222,2.444,2.222,2.407,60.17,60.17,Substantially ready,False,0.0,,,,
profile,grb_mc_04835,uniform,2.556,2.222,2.111,1.889,1.667,2.111,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_04836,uniform,1.444,1.667,1.111,2.556,2.556,2.222,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_04837,uniform,1.111,2.778,2.111,1.0,2.444,2.0,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_04838,uniform,1.778,2.556,2.222,2.444,1.556,2.0,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_04839,uniform,1.889,1.778,2.333,2.0,2.889,1.889,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_04840,uniform,2.0,2.222,1.333,2.667,1.444,2.111,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_04841,uniform,1.444,1.556,1.556,2.556,1.778,1.778,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_04842,uniform,1.333,1.667,1.778,1.444,2.556,2.222,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_04843,uniform,2.889,2.667,1.333,2.0,2.333,1.889,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_04844,uniform,2.0,2.222,1.444,1.778,2.444,1.778,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_04845,uniform,1.556,1.111,1.667,2.111,2.0,1.667,1.685,42.12,42.12,Emerging,False,0.0,,,,
profile,grb_mc_04846,uniform,2.889,1.889,2.111,2.0,2.111,2.778,2.296,57.4,57.4,Substantially ready,False,0.0,,,,
profile,grb_mc_04847,uniform,2.111,1.111,2.667,1.333,2.333,2.556,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_04848,uniform,2.444,1.889,1.778,1.667,1.889,2.0,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_04849,uniform,1.889,1.444,2.222,2.556,2.222,2.0,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_04850,uniform,1.889,2.333,2.556,1.889,1.778,2.222,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_04851,uniform,2.222,1.778,2.111,2.0,2.222,1.444,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_04852,uniform,1.778,1.889,1.333,1.778,1.444,1.444,1.611,40.27,40.27,Emerging,False,0.0,,,,
profile,grb_mc_04853,uniform,2.0,1.0,1.556,1.889,1.667,2.0,1.685,42.12,42.12,Emerging,False,0.0,,,,
profile,grb_mc_04854,uniform,2.0,2.222,2.111,1.111,2.333,2.778,2.092,52.3,52.3,Substantially ready,False,0.0,,,,
profile,grb_mc_04855,uniform,2.222,2.111,2.111,1.444,2.111,1.889,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_04856,uniform,2.222,1.556,1.444,1.556,2.0,2.333,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_04857,uniform,2.444,1.778,2.0,2.111,1.556,1.889,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_04858,uniform,2.0,2.111,2.111,2.222,1.889,2.667,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_04859,uniform,1.556,1.778,2.556,2.556,2.222,1.667,2.056,51.4,51.4,Substantially ready,False,0.0,,,,
