record_type,configuration,profile_id,profile_group,excluded_dimensions,overall_maturity,readiness_raw,readiness_final,readiness_band,safeguard_applied,rank,readiness_delta_vs_full,safeguard_delta_vs_full,reference,alternate,spearman,kendall_tau,profiles_rank_changed,total_rank_displacement,mean_readiness_delta,mean_abs_readiness_delta,safeguard_applied_full,safeguard_applied_alternate,safeguard_activation_delta
profile,without_d4,grb_sens_0138,mixed,d4,2.0,50.0,50.0,Substantially ready,False,145,-4.17,0,,,,,,,,,,,
profile,without_d4,grb_sens_0139,mixed,d4,2.8,70.0,70.0,Substantially ready,False,85,11.67,0,,,,,,,,,,,
profile,without_d4,grb_sens_0140,mixed,d4,2.6,65.0,60.0,Substantially ready,True,116,0.0,0,,,,,,,,,,,
profile,without_d4,grb_sens_0141,mixed,d4,3.4,85.0,85.0,Advanced readiness,False,5,-2.5,0,,,,,,,,,,,
profile,without_d4,grb_sens_0142,mixed,d4,2.2,55.0,55.0,Substantially ready,False,135,5.0,0,,,,,,,,,,,
profile,without_d4,grb_sens_0143,mixed,d4,2.0,50.0,50.0,Substantially ready,False,145,-4.17,0,,,,,,,,,,,
profile,without_d4,grb_sens_0144,mixed,d4,2.8,70.0,70.0,Substantially ready,False,85,11.67,0,,,,,,,,,,,
profile,without_d4,grb_sens_0145,mixed,d4,2.6,65.0,60.0,Substantially ready,True,116,0.0,0,,,,,,,,,,,
profile,without_d4,grb_sens_0146,mixed,d4,3.4,85.0,85.0,Advanced readiness,False,5,-2.5,0,,,,,,,,,,,
profile,without_d4,grb_sens_0147,mixed,d4,2.2,55.0,55.0,Substantially ready,False,135,5.0,0,,,,,,,,,,,
profile,without_d4,grb_sens_0148,mixed,d4,2.0,50.0,50.0,Substantially ready,False,145,-4.17,0,,,,,,,,,,,
profile,without_d4,grb_sens_0149,mixed,d4,2.8,70.0,70.0,Substantially ready,False,85,11.67,0,,,,,,,,,,,
profile,without_d6,grb_sens_0000,baseline,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0001,baseline,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0002,baseline,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0003,baseline,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0004,baseline,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0005,baseline,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0006,baseline,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0007,baseline,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0008,baseline,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0009,baseline,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0010,low_d2,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0011,low_d2,d6,2.6,65.0,60.0,Substantially ready,True,118,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0012,low_d2,d6,2.8,70.0,70.0,Substantially ready,False,80,-0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0013,low_d2,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0014,low_d2,d6,3.2,80.0,80.0,Advanced readiness,False,16,0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0015,low_d2,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0016,low_d2,d6,2.6,65.0,60.0,Substantially ready,True,118,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0017,low_d2,d6,2.8,70.0,70.0,Substantially ready,False,80,-0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0018,low_d2,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0019,low_d2,d6,3.2,80.0,80.0,Advanced readiness,False,16,0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0020,low_d2,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0021,low_d2,d6,2.6,65.0,60.0,Substantially ready,True,118,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0022,low_d2,d6,2.8,70.0,70.0,Substantially ready,False,80,-0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0023,low_d2,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0024,low_d2,d6,3.2,80.0,80.0,Advanced readiness,False,16,0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0025,low_d2,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0026,low_d2,d6,2.6,65.0,60.0,Substantially ready,True,118,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0027,low_d2,d6,2.8,70.0,70.0,Substantially ready,False,80,-0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0028,low_d2,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0029,low_d2,d6,3.2,80.0,80.0,Advanced readiness,False,16,0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0030,low_d2,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0031,low_d2,d6,2.6,65.0,60.0,Substantially ready,True,118,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0032,low_d2,d6,2.8,70.0,70.0,Substantially ready,False,80,-0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0033,low_d2,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0034,low_d2,d6,3.2,80.0,80.0,Advanced readiness,False,16,0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0035,low_d2,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0036,low_d2,d6,2.6,65.0,60.0,Substantially ready,True,118,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0037,low_d2,d6,2.8,70.0,70.0,Substantially ready,False,80,-0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0038,low_d2,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0039,low_d2,d6,3.2,80.0,80.0,Advanced readiness,False,16,0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0040,low_d4,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0041,low_d4,d6,2.6,65.0,60.0,Substantially ready,True,118,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0042,low_d4,d6,2.8,70.0,70.0,Substantially ready,False,80,-0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0043,low_d4,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0044,low_d4,d6,3.2,80.0,80.0,Advanced readiness,False,16,0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0045,low_d4,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0046,low_d4,d6,2.6,65.0,60.0,Substantially ready,True,118,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0047,low_d4,d6,2.8,70.0,70.0,Substantially ready,False,80,-0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0048,low_d4,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0049,low_d4,d6,3.2,80.0,80.0,Advanced readiness,False,16,0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0050,low_d4,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0051,low_d4,d6,2.6,65.0,60.0,Substantially ready,True,118,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0052,low_d4,d6,2.8,70.0,70.0,Substantially ready,False,80,-0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0053,low_d4,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0054,low_d4,d6,3.2,80.0,80.0,Advanced readiness,False,16,0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0055,low_d4,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0056,low_d4,d6,2.6,65.0,60.0,Substantially ready,True,118,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0057,low_d4,d6,2.8,70.0,70.0,Substantially ready,False,80,-0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0058,low_d4,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0059,low_d4,d6,3.2,80.0,80.0,Advanced readiness,False,16,0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0060,low_d4,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0061,low_d4,d6,2.6,65.0,60.0,Substantially ready,True,118,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0062,low_d4,d6,2.8,70.0,70.0,Substantially ready,False,80,-0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0063,low_d4,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0064,low_d4,d6,3.2,80.0,80.0,Advanced readiness,False,16,0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0065,low_d4,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0066,low_d4,d6,2.6,65.0,60.0,Substantially ready,True,118,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0067,low_d4,d6,2.8,70.0,70.0,Substantially ready,False,80,-0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0068,low_d4,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0069,low_d4,d6,3.2,80.0,80.0,Advanced readiness,False,16,0.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0070,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,12.5,0,,,,,,,,,,,
profile,without_d6,grb_sens_0071,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,8.33,0,,,,,,,,,,,
profile,without_d6,grb_sens_0072,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,4.17,0,,,,,,,,,,,
profile,without_d6,grb_sens_0073,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0074,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,-4.17,0,,,,,,,,,,,
profile,without_d6,grb_sens_0075,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,12.5,0,,,,,,,,,,,
profile,without_d6,grb_sens_0076,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,8.33,0,,,,,,,,,,,
profile,without_d6,grb_sens_0077,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,4.17,0,,,,,,,,,,,
profile,without_d6,grb_sens_0078,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0079,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,-4.17,0,,,,,,,,,,,
profile,without_d6,grb_sens_0080,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,12.5,0,,,,,,,,,,,
profile,without_d6,grb_sens_0081,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,8.33,0,,,,,,,,,,,
profile,without_d6,grb_sens_0082,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,4.17,0,,,,,,,,,,,
profile,without_d6,grb_sens_0083,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0084,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,-4.17,0,,,,,,,,,,,
profile,without_d6,grb_sens_0085,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,12.5,0,,,,,,,,,,,
profile,without_d6,grb_sens_0086,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,8.33,0,,,,,,,,,,,
profile,without_d6,grb_sens_0087,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,4.17,0,,,,,,,,,,,
profile,without_d6,grb_sens_0088,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0089,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,-4.17,0,,,,,,,,,,,
profile,without_d6,grb_sens_0090,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,12.5,0,,,,,,,,,,,
profile,without_d6,grb_sens_0091,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,8.33,0,,,,,,,,,,,
profile,without_d6,grb_sens_0092,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,4.17,0,,,,,,,,,,,
profile,without_d6,grb_sens_0093,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0094,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,-4.17,0,,,,,,,,,,,
profile,without_d6,grb_sens_0095,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,12.5,0,,,,,,,,,,,
profile,without_d6,grb_sens_0096,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,8.33,0,,,,,,,,,,,
profile,without_d6,grb_sens_0097,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,4.17,0,,,,,,,,,,,
profile,without_d6,grb_sens_0098,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,0.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0099,high_d6,d6,3.0,75.0,75.0,Advanced readiness,False,48,-4.17,0,,,,,,,,,,,
profile,without_d6,grb_sens_0100,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0101,mixed,d6,3.4,85.0,85.0,Advanced readiness,False,5,-2.5,0,,,,,,,,,,,
profile,without_d6,grb_sens_0102,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,10.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0103,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,5.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0104,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,1.67,0,,,,,,,,,,,
profile,without_d6,grb_sens_0105,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0106,mixed,d6,3.4,85.0,85.0,Advanced readiness,False,5,-2.5,0,,,,,,,,,,,
profile,without_d6,grb_sens_0107,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,10.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0108,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,5.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0109,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,1.67,0,,,,,,,,,,,
profile,without_d6,grb_sens_0110,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0111,mixed,d6,3.4,85.0,85.0,Advanced readiness,False,5,-2.5,0,,,,,,,,,,,
profile,without_d6,grb_sens_0112,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,10.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0113,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,5.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0114,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,1.67,0,,,,,,,,,,,
profile,without_d6,grb_sens_0115,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0116,mixed,d6,3.4,85.0,85.0,Advanced readiness,False,5,-2.5,0,,,,,,,,,,,
profile,without_d6,grb_sens_0117,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,10.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0118,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,5.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0119,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,1.67,0,,,,,,,,,,,
profile,without_d6,grb_sens_0120,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0121,mixed,d6,3.4,85.0,85.0,Advanced readiness,False,5,-2.5,0,,,,,,,,,,,
profile,without_d6,grb_sens_0122,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,10.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0123,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,5.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0124,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,1.67,0,,,,,,,,,,,
profile,without_d6,grb_sens_0125,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0126,mixed,d6,3.4,85.0,85.0,Advanced readiness,False,5,-2.5,0,,,,,,,,,,,
profile,without_d6,grb_sens_0127,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,10.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0128,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,5.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0129,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,1.67,0,,,,,,,,,,,
profile,without_d6,grb_sens_0130,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0131,mixed,d6,3.4,85.0,85.0,Advanced readiness,False,5,-2.5,0,,,,,,,,,,,
profile,without_d6,grb_sens_0132,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,10.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0133,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,5.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0134,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,1.67,0,,,,,,,,,,,
profile,without_d6,grb_sens_0135,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0136,mixed,d6,3.4,85.0,85.0,Advanced readiness,False,5,-2.5,0,,,,,,,,,,,
profile,without_d6,grb_sens_0137,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,10.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0138,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,5.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0139,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,1.67,0,,,,,,,,,,,
profile,without_d6,grb_sens_0140,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0141,mixed,d6,3.4,85.0,85.0,Advanced readiness,False,5,-2.5,0,,,,,,,,,,,
profile,without_d6,grb_sens_0142,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,10.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0143,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,5.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0144,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,1.67,0,,,,,,,,,,,
profile,without_d6,grb_sens_0145,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,0.0,-1,,,,,,,,,,,
profile,without_d6,grb_sens_0146,mixed,d6,3.4,85.0,85.0,Advanced readiness,False,5,-2.5,0,,,,,,,,,,,
profile,without_d6,grb_sens_0147,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,10.0,0,,,,,,,,,,,
profile,without_d6,grb_sens_0148,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,5.83,0,,,,,,,,,,,
profile,without_d6,grb_sens_0149,mixed,d6,2.4,60.0,60.0,Substantially ready,False,118,1.67,0,,,,,,,,,,,
comparison,,,,,,,,,,,,,full,without_d2,0.858177,0.840297,130,2576,2.03,3.61,34,6,-28
comparison,,,,,,,,,,,,,full,without_d4,0.857501,0.831012,140,2596,1.7,3.39,34,16,-18
comparison,,,,,,,,,,,,,full,without_d6,0.926553,0.961661,140,2064,1.83,2.63,34,12,-22
study_meta,all,,,,,,,,,,,,,,,,150,,67.43,,0.2267,,
